플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
인천기지본부,1공장 ORV,000000000032210490,균열/파손/소손/절단,단선/단락/오결선 ,직접입력,8455,32,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 ORV,000000000032210490,,,,56736,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 ORV,000000000032210509,,,,97754,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 ORV,000000000032210516,,,,74736,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 ORV,000000000032210519,,,,22320,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 ORV,000000000032210522,,,,3672,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 ORV,000000000032210528,,,,10128,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 ORV,000000000032210532,,,,2328,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 ORV,000000000032210535,,,,22128,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210595,,,,30024,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210596,오동작/계기불량/작동불량,부품/자재 불량,직접입력,284,278,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210596,,,,26904,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210600,,,,17280,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210621,,,,10176,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210633,,,,3672,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210661,,,,80568,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210663,,,,56904,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210666,오동작/계기불량/작동불량,부품/자재 불량,직접입력,249,246,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210666,,,,46896,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210667,,,,22152,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210700,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,860,689,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210700,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,27801,1177,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210700,,,,64464,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210723,,,,96899,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210732,,,,33264,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210733,,,,16560,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210801,,,,12744,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210831,,,,76920,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210832,,,,96505,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210835,,,,18648,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210837,,,,2328,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210838,,,,92064,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210894,,,,93408,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210970,오동작/계기불량/작동불량,설계/설치불량/연약지반 ,재설치 ,3840,228,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210970,,,,8568,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210973,,,,8064,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032211041,,,,30360,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032211071,,,,75528,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000032211081,,,,31368,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000032211084,직접입력,단선/단락/오결선 ,직접입력,3861,277,F,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000032211084,,,,83544,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 해수취수설비,000000000032211096,,,,95184,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 해수취수설비,000000000032211159,,,,99410,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211292,,,,91224,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211293,,,,5736,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211678,,,,90048,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211691,,,,94464,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211723,,,,5736,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211726,,,,51432,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211744,,,,24216,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211784,,,,99496,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211797,,,,64800,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211816,오동작/계기불량/작동불량,이물질 ,분해점검,39783,145,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211816,,,,48000,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 13탱크,000000000032212016,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 13탱크,000000000032212027,,,,7584,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 13탱크,000000000032212060,,,,70416,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 14탱크,000000000032212079,,,,87240,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 14탱크,000000000032212083,,,,12360,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 14탱크,000000000032212087,,,,71040,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 14탱크,000000000032212118,,,,58248,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212199,,,,4272,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212208,,,,5736,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212209,,,,7584,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212210,,,,4176,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212211,,,,18888,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 16탱크,000000000032212228,,,,46152,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212298,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212306,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,23048,128,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212306,오동작/계기불량/작동불량,직접입력,직접입력,60442,2470,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212306,,,,7752,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212308,,,,58248,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212313,,,,67248,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212346,오동작/계기불량/작동불량,노후/장기사용,직접입력,82796,2532,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212346,전송/통신 불량,직접입력,직접입력,1675,213,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212346,,,,5520,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212362,,,,45672,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212364,,,,89064,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212379,,,,66648,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212394,,,,91608,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032212488,,,,86472,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 12탱크,000000000032212496,,,,24384,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 13탱크,000000000032212531,,,,75072,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 13탱크,000000000032212548,,,,76584,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212632,,,,4560,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 16탱크,000000000032212683,,,,5304,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 16탱크,000000000032212692,,,,8712,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212809,,,,96072,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212810,,,,44688,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212828,,,,36144,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000032213281,,,,92544,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000032213296,,,,82632,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032213458,오동작/계기불량/작동불량,동파(Freezing),충진/보충/배출 작업,8431,193,F,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032213458,,,,82704,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032213465,,,,65232,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032213478,,,,90648,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213481,,,,4368,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213486,,,,45504,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213490,오동작/계기불량/작동불량,S/W 오류,교정/조정/재설정 작업,12882,229,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213490,,,,74664,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213517,,,,13752,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213542,,,,5736,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213601,,,,42624,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213627,,,,97834,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213652,,,,21936,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213655,,,,92232,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213703,,,,89952,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213706,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,10426,1,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213706,,,,12360,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213734,,,,70608,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213762,,,,32928,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213835,,,,67392,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213844,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,2287,3393,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213844,,,,14712,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213847,,,,14976,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032213870,,,,87744,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213886,오동작/계기불량/작동불량,설계/설치불량/연약지반 ,부품/자재 교체,6812,357,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213886,균열/파손/소손/절단,외부충격/동식물 ,부품/자재 교체,22525,*,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213886,,,,67560,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213888,오동작/계기불량/작동불량,단선/단락/오결선 ,직접입력,11435,53,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213888,,,,59328,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213890,,,,98428,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213900,,,,92568,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213904,결빙(Icing),부품/자재 불량,밀봉/조임 작업,295,291,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213904,전송/통신 불량,노후/장기사용,재설치 ,1745,167,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213904,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,2910,605,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213904,,,,85800,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213918,균열/파손/소손/절단,,,16223,*,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 ORV,000000000032213918,,,,50352,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000032213951,,,,14064,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 재액화설비,000000000032213988,,,,93768,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032213998,,,,85800,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032213999,,,,22704,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214000,,,,87504,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214002,,,,60792,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214004,,,,24384,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214005,오동작/계기불량/작동불량,노후/장기사용,분해점검,4873,205,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214005,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,16043,458,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214005,,,,67584,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214006,,,,82992,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214034,,,,56952,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214053,,,,39936,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214058,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,106,241,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214058,,,,79536,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214080,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,65527,464,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 염소처리설비,000000000032214080,,,,22536,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 계량설비,000000000032300007,,,,68496,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 계량설비,000000000032300009,,,,79200,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300067,,,,97977,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300097,경보(Alarm)/차압발생,직접입력,교정/조정/재설정 작업,29281,337,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300097,,,,68376,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300117,,,,70152,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300140,,,,97977,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300146,,,,97977,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300268,,,,98553,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300275,,,,11544,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300416,,,,98672,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300433,,,,37608,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300437,,,,71832,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300444,,,,83160,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300450,경보(Alarm)/차압발생,노후/장기사용,직접입력,28756,352,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300450,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,55571,696,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300450,이완/풀림/탈락,이완/밀봉/고정 불량,밀봉/조임 작업,4173,*,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300450,,,,7704,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300453,,,,81840,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300468,오동작/계기불량/작동불량,절연/접지 불량,보강/개조/추가설치,4913,958,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300468,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,895,558,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 ORV,000000000032300468,,,,91632,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,2공장 ORV,000000000032300490,,,,62760,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 부취설비,000000000032300497,변형/변색/부식 ,노후/장기사용,직접입력,3490,78,F,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 부취설비,000000000032300497,,,,85680,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 부취설비,000000000032300498,,,,95040,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 부취설비,000000000032300499,,,,92832,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 부취설비,000000000032300519,,,,81072,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 소각설비,000000000032300546,전송/통신 불량,직접입력,직접입력,42056,127,F,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 소각설비,000000000032300546,오동작/계기불량/작동불량,부품/자재 불량,직접입력,23555,237,F,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 소각설비,000000000032300546,,,,26208,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 소각설비,000000000032300548,,,,72600,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300817,,,,88896,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300818,,,,9192,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300825,,,,89976,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300843,,,,91944,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300845,,,,85224,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300846,,,,89808,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300851,,,,86448,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300853,,,,92544,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300856,,,,66816,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300857,,,,76272,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300858,,,,79512,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 연료유설비,000000000032300919,,,,16464,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 염소처리설비,000000000032300955,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,176,97,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 염소처리설비,000000000032300955,오동작/계기불량/작동불량,직접입력,직접입력,6429,280,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 염소처리설비,000000000032300955,,,,65616,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 염소처리설비,000000000032300957,전송/통신 불량,이물질 ,직접입력,81773,328,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 염소처리설비,000000000032300957,,,,15984,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 염소처리설비,000000000032300960,,,,76344,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 염소처리설비,000000000032300961,,,,81864,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 염소처리설비,000000000032300970,,,,71040,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 수처리설비,000000000032300997,,,,90672,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 수처리설비,000000000032301003,전송/통신 불량,노후/장기사용,직접입력,11199,769,F,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 수처리설비,000000000032301003,,,,81048,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 수처리설비,000000000032301004,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,62944,480,F,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 수처리설비,000000000032301004,,,,17568,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 수처리설비,000000000032301006,,,,94968,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 수처리설비,000000000032301011,,,,37776,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 1차펌프,000000000032301190,,,,77352,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 HP 압축기,000000000032301825,,,,7392,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 HP 압축기,000000000032301967,,,,98576,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 HP 압축기,000000000032301969,,,,98576,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 HP 압축기,000000000032301996,,,,67080,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 질소설비,000000000032302046,,,,95520,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 출하설비,000000000032302104,,,,74448,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 출하설비,000000000032302106,,,,13848,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 출하설비,000000000032302108,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,59151,212,F,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 출하설비,000000000032302108,,,,27192,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302117,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,75561,99,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302117,균열/파손/소손/절단,직접입력,직접입력,4220,228,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302117,,,,10224,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302133,,,,57000,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302143,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302147,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,3680,*,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302147,,,,94248,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302153,,,,43704,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302154,직접입력,설계/설치불량/연약지반 ,직접입력,4006,855,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302154,,,,85536,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302166,,,,3888,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302168,,,,53617,*,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302168,,,,43272,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302186,전송/통신 불량,노후/장기사용,분해점검,5194,54,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302186,,,,4320,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302213,고착 (Stick),노후/장기사용,부품/자재 교체,5234,1558,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302213,,,,91704,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302234,,,,11688,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302274,,,,20760,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000032302281,,,,92952,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 냉난방설비,000000000032302383,,,,77448,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,저장부문 1탱크,000000000032302437,,,,78024,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,저장부문 1탱크,000000000032302476,,,,66072,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,저장부문 1탱크,000000000032302480,,,,62928,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,저장부문 2탱크,000000000032302547,,,,94896,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,저장부문 3탱크,000000000032302690,,,,78432,*,C,,,,,,,,,,,,,,,,,,,
