플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
인천기지본부,1공장 재액화설비,000000000034028000,,,,21768,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028001,,,,21768,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028005,,,,21768,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028454,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028455,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028456,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028457,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028458,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028459,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028460,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028461,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028462,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028463,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028464,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028465,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028466,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028467,,,,13495,*,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028467,,,,3696,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028468,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028469,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028470,정지(Trip)/기동불량/전원불량,노후/장기사용,직접입력,10769,527,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028470,,,,6072,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028507,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028508,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028509,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028544,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028545,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028546,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028547,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028548,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028549,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028550,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 소각설비,000000000034028551,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028552,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028553,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028554,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028555,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028556,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028557,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028558,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028559,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028560,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028561,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028562,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028563,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028564,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028565,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028566,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028567,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028568,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028569,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028570,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028571,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028572,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028573,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028574,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028575,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028576,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028577,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028578,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028579,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028580,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028581,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028582,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028583,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028584,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028585,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028586,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028587,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028588,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028589,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 소각설비,000000000034028590,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 소각설비,000000000034028591,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028592,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028593,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028594,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028596,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028597,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028618,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028619,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028620,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028621,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028622,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028623,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028624,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028625,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028626,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028627,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028641,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028642,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028643,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028644,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028645,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028646,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028647,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028648,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028649,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028650,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028651,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034028652,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028660,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028661,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028662,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028663,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028664,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028665,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028666,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028667,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028668,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028669,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028670,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028671,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028672,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028673,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028674,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028676,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028677,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028678,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028679,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028680,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028681,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028682,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028683,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028684,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028685,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028686,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028687,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028688,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028689,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028690,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028691,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028692,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028693,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028694,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028695,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028696,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028697,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028698,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028699,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028700,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028701,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028702,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028703,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028704,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028705,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028706,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028707,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028708,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028709,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028710,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028711,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028712,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028713,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028714,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028715,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028716,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028717,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028718,,,,14081,*,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028718,,,,2808,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028719,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000034028720,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028721,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028722,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028723,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028724,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028725,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028726,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028727,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028728,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028729,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028730,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028731,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028732,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028733,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028734,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028735,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028736,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028737,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028738,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028739,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028740,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028741,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028742,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028743,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028744,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028745,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028746,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028747,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028748,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028749,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028750,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028751,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028752,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028753,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028754,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028755,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028756,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028757,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028758,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000034028759,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000034028760,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000034028761,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000034028762,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028763,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028764,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028765,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028766,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028767,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028768,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028769,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028770,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028771,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028772,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028773,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028774,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028775,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028776,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028777,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028778,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028779,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028780,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028781,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028782,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028783,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 21탱크,000000000034028784,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028785,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028786,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028787,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028788,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028789,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028790,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,13167,385,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028790,,,,3888,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028791,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028792,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028793,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028794,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028795,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028796,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028797,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028798,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028799,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028800,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028801,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028802,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028803,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028804,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028805,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028806,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028807,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028808,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028809,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034028810,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028811,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028812,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028813,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028814,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028815,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 재액화설비,000000000034028816,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028817,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000034028818,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034028819,,,,17424,*,C,,,,,,,,,,,,,,,,,,,
