플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_25
인천기지본부,1공장 소화해수펌프,000000000012213766,고착 (Stick),온도변화/열팽창 ,교정/조정/재설정 작업,56776,175,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213766,핀홀(Pinhole),노후/장기사용,용접작업,4359,264,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213766,,,,15696,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213767,,,,80208,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213769,균열/파손/소손/절단,노후/장기사용,분해점검,36983,378,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213769,오동작/계기불량/작동불량,직접입력,직접입력,56034,117,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213769,,,,5256,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213770,오동작/계기불량/작동불량,노후/장기사용,직접입력,16767,858,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213770,고착 (Stick),직접입력,운전교육,15757,123,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213770,,,,46440,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213771,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,7165,523,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213771,핀홀(Pinhole),노후/장기사용,용접작업,567,213,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213771,,,,68664,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213772,오동작/계기불량/작동불량,온도변화/열팽창 ,교정/조정/재설정 작업,72,*,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213772,고착 (Stick),온도변화/열팽창 ,분해점검,8082,645,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213772,오동작/계기불량/작동불량,직접입력,직접입력,8268,214,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213772,,,,54301,*,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213772,,,,25344,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213773,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,16125,1227,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213773,오동작/계기불량/작동불량,부품/자재 불량,,54301,697,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213773,오동작/계기불량/작동불량,직접입력,직접입력,5778,3,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213773,,,,18432,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213774,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,8245,410,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213774,,,,74880,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213775,외부 LEAK,노후/장기사용,부품/자재 교체,4439,213,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213775,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,6607,201,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213775,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,32121,192,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213775,오동작/계기불량/작동불량,노후/장기사용,분해점검,1621,239,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213775,,,,50712,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213776,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,26275,189,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213776,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,31983,241,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213776,,,,16536,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213777,접점불량/스파크발생 ,부품/자재 불량,직접입력,31460,141,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213777,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,31796,204,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213777,,,,20472,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213778,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,4793,310,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213778,정지(Trip)/기동불량/전원불량,직접입력,직접입력,65301,17,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213778,오동작/계기불량/작동불량,장기미사용 ,직접입력,4457,0,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012213778,,,,16680,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311246,진동/소음,직접입력,충진/보충/배출 작업,2446,230,F,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311246,오동작/계기불량/작동불량,노후/장기사용,직접입력,18615,192,F,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311246,오동작/계기불량/작동불량,노후/장기사용,직접입력,57448,309,F,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311246,,,,14328,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311247,진동/소음,직접입력,청소/윤활/코팅 작업,14784,287,F,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311247,외부 LEAK,이물질 ,분해점검,3014,145,F,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311247,외부 LEAK,부식 ,부품/자재 교체,789,735,F,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311247,전송/통신 불량,이물질 ,직접입력,69658,312,F,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311247,,,,9384,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311248,,,,87264,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 소화방재설비,000000000012311274,내부 LEAK,이완/밀봉/고정 불량,,28893,228,F,,,,,,,,,,,,,,,
통영기지본부,공통 소화방재설비,000000000012311274,내부 LEAK,노후/장기사용,교정/조정/재설정 작업,38626,57,F,,,,,,,,,,,,,,,
통영기지본부,공통 소화방재설비,000000000012311274,,,,8376,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 소화방재설비,000000000012311275,변형/변색/부식 ,부품/자재 불량,부품/자재 교체,6690,*,F,,,,,,,,,,,,,,,
통영기지본부,공통 소화방재설비,000000000012311275,,,,4224,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 소화방재설비,000000000012311276,,,,39576,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 소화방재설비,000000000012311277,,,,84768,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311278,이완/풀림/탈락,이완/밀봉/고정 불량,교정/조정/재설정 작업,10735,78,F,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311278,내부 LEAK,직접입력,직접입력,11577,288,F,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311278,오동작/계기불량/작동불량,노후/장기사용,직접입력,426,312,F,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311278,오동작/계기불량/작동불량,이물질 ,분해점검,41828,333,F,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311278,,,,1185,*,F,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311278,경보(Alarm)/차압발생,S/W 오류,직접입력,213,*,F,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311278,,,,25176,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311279,오동작/계기불량/작동불량,부품/자재 불량,분해점검,7749,1507,F,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311279,,,,88752,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311280,오동작/계기불량/작동불량,직접입력,직접입력,26337,228,F,,,,,,,,,,,,,,,
통영기지본부,1공장 소화해수펌프,000000000012311280,,,,70368,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311404,고착 (Stick),노후/장기사용,분해점검,11056,233,F,,,,,,,,,,,,,,,
통영기지본부,1공장 기화해수펌프,000000000012311404,,,,81504,*,C,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000012311406,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,2602,287,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000012311406,,,,8856,*,C,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000012312187,오동작/계기불량/작동불량,직접입력,부품/자재 교체,8010,2993,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000012312187,오동작/계기불량/작동불량,단선/단락/오결선 ,교정/조정/재설정 작업,11983,153,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000012312187,오동작/계기불량/작동불량,이완/밀봉/고정 불량,보강/개조/추가설치,51753,648,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000012312187,,,,21456,*,C,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000014016758,접점불량/스파크발생 ,직접입력,직접입력,10220,521,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000014016758,내부 LEAK,이물질 ,분해점검,5328,185,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000014016758,내부 LEAK,이물질 ,청소/윤활/코팅 작업,8016,35,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000014016758,외부 LEAK,이완/밀봉/고정 불량,교정/조정/재설정 작업,50111,59,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000014016758,접점불량/스파크발생 ,노후/장기사용,직접입력,5200,384,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000014016758,오동작/계기불량/작동불량,H/W 오류,부품/자재 교체,206,307,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000014016758,오동작/계기불량/작동불량,이물질 ,분해점검,1550,308,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000014016758,정지(Trip)/기동불량/전원불량,,,5530,*,F,,,,,,,,,,,,,,,
통영기지본부,2공장 기화해수펌프,000000000014016758,,,,3240,*,C,,,,,,,,,,,,,,,
통영기지본부,2공장 소화해수펌프,000000000014034839,오동작/계기불량/작동불량,설정값불량/점검불량,청소/윤활/코팅 작업,59049,440,F,,,,,,,,,,,,,,,
통영기지본부,2공장 소화해수펌프,000000000014034839,,,,25848,*,C,,,,,,,,,,,,,,,
통영기지본부,2공장 소화해수펌프,000000000014034840,오동작/계기불량/작동불량,설계/설치불량/연약지반 ,,21766,82,F,,,,,,,,,,,,,,,
통영기지본부,2공장 소화해수펌프,000000000014034840,,,,1616,*,F,,,,,,,,,,,,,,,
통영기지본부,2공장 소화해수펌프,000000000014034840,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,50632,337,F,,,,,,,,,,,,,,,
통영기지본부,2공장 소화해수펌프,000000000014034840,경보(Alarm)/차압발생,부품/자재 불량,부품/자재 교체,1355,333,F,,,,,,,,,,,,,,,
통영기지본부,2공장 소화해수펌프,000000000014034840,내부 LEAK,노후/장기사용,분해점검,4957,58,F,,,,,,,,,,,,,,,
통영기지본부,2공장 소화해수펌프,000000000014034840,내부 LEAK,노후/장기사용,분해점검,161,94,F,,,,,,,,,,,,,,,
통영기지본부,2공장 소화해수펌프,000000000014034840,,,,2160,*,C,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,,,,5249,*,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,경보(Alarm)/차압발생,이물질 ,분해점검,1055,183,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,3644,348,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,오동작/계기불량/작동불량,설계/설치불량/연약지반 ,운전교육,69,350,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,,,,1363,*,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,이물질/오염,설정값불량/점검불량,교정/조정/재설정 작업,4906,506,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,핀홀(Pinhole),부식 ,용접작업,3328,21,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,외부 LEAK,부식 ,밀봉/조임 작업,234,162,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,정지(Trip)/기동불량/전원불량,직접입력,직접입력,5324,427,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,직접입력,이물질 ,청소/윤활/코팅 작업,3018,258,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,오동작/계기불량/작동불량,직접입력,직접입력,1669,1099,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,외부 LEAK,직접입력,청소/윤활/코팅 작업,1604,256,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,외부 LEAK,이완/밀봉/고정 불량,재설치 ,3567,*,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,이물질/오염,이물질 ,청소/윤활/코팅 작업,4448,294,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,경보(Alarm)/차압발생,이물질 ,청소/윤활/코팅 작업,622,90,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041155,,,,5856,*,C,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041156,오동작/계기불량/작동불량,S/W 오류,시운전 ,9876,333,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041156,오동작/계기불량/작동불량,이물질 ,교정/조정/재설정 작업,10940,230,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041156,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,9175,5,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041156,직접입력,이완/밀봉/고정 불량,밀봉/조임 작업,13111,152,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041156,,,,8112,*,C,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041157,이물질/오염,외부충격/동식물 ,분해점검,9538,*,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041157,이물질/오염,이물질 ,청소/윤활/코팅 작업,807,66,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041157,직접입력,이물질 ,청소/윤활/코팅 작업,18927,143,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041157,경보(Alarm)/차압발생,온도변화/열팽창 ,직접입력,1237,356,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041157,오동작/계기불량/작동불량,Logic 오류,직접입력,10450,174,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041157,오동작/계기불량/작동불량,단선/단락/오결선 ,직접입력,2095,271,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041157,,,,6696,*,C,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041158,경보(Alarm)/차압발생,단선/단락/오결선 ,부품/자재 교체,9271,706,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041158,핀홀(Pinhole),부식 ,청소/윤활/코팅 작업,489,217,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041158,핀홀(Pinhole),부식 ,부품/자재 교체,15781,52,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041158,외부 LEAK,노후/장기사용,밀봉/조임 작업,17144,199,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041158,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,3214,160,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041158,외부 LEAK,노후/장기사용,밀봉/조임 작업,1169,236,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 기화해수펌프,000000000014041158,,,,3312,*,C,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,오동작/계기불량/작동불량,단선/단락/오결선 ,교정/조정/재설정 작업,2128,1337,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,,,,1607,*,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,471,403,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,오동작/계기불량/작동불량,설정값불량/점검불량,직접입력,302,139,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,전송/통신 불량,설정값불량/점검불량,교정/조정/재설정 작업,344,581,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,2470,400,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,균열/파손/소손/절단,부품/자재 불량,부품/자재 교체,229,92,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,정지(Trip)/기동불량/전원불량,설계/설치불량/연약지반 ,직접입력,1954,409,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,전송/통신 불량,설계/설치불량/연약지반 ,재설치 ,1625,260,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,14011,351,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,경보(Alarm)/차압발생,동파(Freezing),직접입력,686,334,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,오동작/계기불량/작동불량,동파(Freezing),분해점검,683,261,F,,,,,,,,,,,,,,,
삼척기지본부,1공장 소화해수펌프,000000000014041159,경보(Alarm)/차압발생,이완/밀봉/고정 불량,밀봉/조임 작업,3391,342,F,,,,,,,,,,,,,,,
