플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
평택기지본부,저장부문 3탱크,000000000014013002,,,,29640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 Drain 설,000000000014013108,,,,35976,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 3탱크,000000000014013134,오동작/계기불량/작동불량,설정값불량/점검불량,분해점검,64672,94,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 3탱크,000000000014013134,,,,17832,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 4탱크,000000000014013140,,,,7560,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 5탱크,000000000014013152,오동작/계기불량/작동불량,온도변화/열팽창 ,분해점검,4015,104,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 5탱크,000000000014013152,오동작/계기불량/작동불량,직접입력,직접입력,71265,1347,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 5탱크,000000000014013152,정지(Trip)/기동불량/전원불량,장기미사용 ,청소/윤활/코팅 작업,1006,307,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 5탱크,000000000014013152,,,,5160,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 6탱크,000000000014013162,,,,90672,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 7탱크,000000000014013172,,,,89040,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 7탱크,000000000014013174,,,,83328,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 8탱크,000000000014013186,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,501,395,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 8탱크,000000000014013186,변형/변색/부식 ,노후/장기사용,부품/자재 교체,7457,815,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 8탱크,000000000014013186,,,,79584,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 8탱크,000000000014013187,,,,82752,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000014013210,이완/풀림/탈락,노후/장기사용,보강/개조/추가설치,825,194,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000014013210,오동작/계기불량/작동불량,이완/밀봉/고정 불량,재설치 ,6059,717,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000014013210,이완/풀림/탈락,노후/장기사용,재설치 ,3851,189,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000014013210,고착 (Stick),이물질 ,청소/윤활/코팅 작업,6349,243,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000014013210,,,,58453,*,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000014013210,,,,13368,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000014013211,,,,18672,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017805,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017806,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017807,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017813,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017814,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017815,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017816,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017817,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017818,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017819,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017820,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017821,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017822,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017823,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017824,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017825,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017826,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017827,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017828,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017829,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017830,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017831,오동작/계기불량/작동불량,온도변화/열팽창 ,충진/보충/배출 작업,64330,342,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017831,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,511,439,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017831,,,,20496,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017832,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017833,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017834,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017835,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017839,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,19179,247,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017839,,,,66744,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017840,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017841,오동작/계기불량/작동불량,Logic 오류,교정/조정/재설정 작업,9033,31,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017841,,,,76896,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017842,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017843,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017844,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017845,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017846,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017847,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017852,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017853,내부 LEAK,부품/자재 불량,재설치 ,45302,315,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017853,,,,40464,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017854,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017855,오동작/계기불량/작동불량,이완/밀봉/고정 불량,분해점검,21919,173,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017855,,,,63792,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017856,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017857,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017858,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017859,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017860,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017861,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017862,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017863,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017864,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017865,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017866,내부 LEAK,설정값불량/점검불량,분해점검,6159,626,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017866,,,,39011,*,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017866,,,,39792,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017867,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017868,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017869,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017870,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017871,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017872,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017873,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017874,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017875,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017876,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017895,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017896,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017897,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017898,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017899,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017900,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017901,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017902,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017903,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017904,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017905,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017906,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017907,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017908,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017910,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017911,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017912,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017913,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017914,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014017915,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017916,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017917,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017918,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017919,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017920,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017921,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017922,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017923,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017924,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017925,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017926,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017927,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014017928,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017929,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017930,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017931,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017932,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017933,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017934,경보(Alarm)/차압발생,직접입력,직접입력,3851,509,F,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017934,,,,81000,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017935,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017936,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017937,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017938,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014017939,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017940,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017941,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017942,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017943,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017944,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017945,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017946,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017947,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017948,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017949,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017950,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017951,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017952,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017953,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017954,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017955,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017956,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017957,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017958,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017959,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017960,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017961,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017962,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017963,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017964,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017965,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017966,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017967,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017968,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017969,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017970,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017971,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017972,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017973,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017974,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014017975,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017990,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017991,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017992,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017993,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017994,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017995,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017996,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017997,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017998,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014017999,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018017,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018018,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018019,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018020,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018021,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018022,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018023,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018024,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018025,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018026,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018027,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018028,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018029,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018030,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018031,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018032,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018033,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018034,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018035,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018036,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018037,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018038,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018039,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018040,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018041,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018042,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018043,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018044,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018045,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018046,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018047,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018048,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018049,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018050,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018051,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018052,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018053,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018054,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018055,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018056,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018057,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018058,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018059,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014018060,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014018061,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018062,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014018063,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014018064,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018065,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018066,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018067,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018068,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018069,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018070,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018071,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018072,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018073,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018074,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018075,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018076,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018077,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018078,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018083,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018084,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018085,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018086,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018087,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018088,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018089,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018090,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018091,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
